,Album,Tracks,Features,Producer,Writer,Year,Lyrics,Length
35,Ayo,Caro,LAX,Legendury Beatz,,2014.0,"[Intro]
Legendury beatz
Ye, tana na na nana na na
Caro o
Ye, tata ta tata ta ta
Yeaaarra

[Bridge]
Caro your body necessary...ah necessary
Caro carry leave story....ah leave story
Caro dey make my head dey turn
Caro dey make me wan dey lose am
Caro dey make my head dey bang
Caro dey make my head dey scatter
Caro your body necessary...necessary
Caro carry leave story...ah leave story
Caro dey make me wan dey maga
Caro dey make my head dey turn
Caro dey make my head dey bang
Caro dey make my head dey scatter

[Chorus]
Eh I'm looking for Caro...ehba
Show me Caro...ehba
Sisi Caro...ehba
Where are you Caro...ehba
I'm looking for Caro...ehba
Show me Caro...ehba
Sisi Caro...ehba
Where are you Caro...ehba


[Verse 1]
Caro dun, Caro dun
Ehn Caro dun
Caro dun o lo yin
Ehn o lo yin
Caro dun o carry
Ahn Caro carry
Lo do Caro emi loju
Ah...emi loju
Caro dey fire pass motor
Caro dey fire pass Ferrari
Caro dey give me every morning
Caro dey do she no dey tire
Caro dey want am every minute
Caro dey make me feel the lazy
Caro dey make my head dey bang
Caro dey make me wan dey craze

[Chorus]
But I'm still looking for Caro...ehba
Show me Caro...ehba
Sisi Caro...ehba
I'm looking for Caro...ehba
Show me Caro...ehba
Sisi Caro...ehba
Where are you Caro


[Verse L.A.X]
Caro fine plenty plenty
Caro sweet, no get enemy
E se rora ma re'di o
Bo se n se o de fe pa mi o
Sexy girl you know I bring it down
Starboy you know we shut it down...o yes
Anything we touch, omo na gold now
Don't dull I no need ti bi now
Oya se jeje
Move to the beat, oya se jeje
No time for all this senrenre
I want to spend all my pepper
Oya se jeje
Move to the beat, oya se jeje
No time for all this senrenre
I want to spend all my pepper o

[Chorus]
Looking for Caro...ehba
Show me Caro...ehba
Sisi Caro...ehba
Where are you Caro...ehba
I'm looking for Caro...ehba
Show me Caro...ehba
Sisi Caro...ehba


[Bridge]
Caro your body necessary...necessary
Caro carry leave story...ah leave story
Caro dey make me wan to lose am
Caro dey make my head dey turn
Caro dey make my head dey bang
Caro dey make my head dey scatter
Caro your body necessary...necessary
Caro carry leave story...ah leave story
Caro dey make me wan dey maga
Caro dey make my head dey turn
Caro dey make my head dey bang
Caro dey make my head dey scatter

[Chorus]
Eh I'm looking for Caro...ehba
Show me Caro...ehba
Sisi Caro...ehba
Where are you Caro...ehba
I'm looking for Caro...ehba
Show me Caro...ehba
Sisi Caro...ehba
Where are you Caro o...eh
Caro dey make my head dey turn, she dey make me turn around
Caro dey make my head dey turn , she dey make me lose am

[Verse 3]
Caro dey fire till the early morning
Caro dey give she no dey tire
Caro dey give everything
She dey using her mouth
She dey gum like lollipop
Caro dey give me everytime
Caro dey call me everytime
Caro dey dance she no dey shy
Caro dey busting my brain, busting my brain...eh eh
Caro dey thief my heart go...eh eh
Caro dey do like armed robber...eh eh
Caro o
Caro o
Caro o
Yeeaarra",4:06
36,Sounds From The Other Side,"""Sweet Love""",,Sarz,Ayodeji Balogun,2017.0,"[Intro]
Yeah
Yeah, yeah
All I need is one love
All I need is your love, yeah
Sweet love, baby, yeah
All I need is your love, yeah

[Verse 1]
Yeah
Baby girl nobody afii know
Baby girl watin concern them
Baby girl keep it on a low
Baby girl nothing concern them
E ma lo go e ma lo fara we mi oh
E ma lo fara we baby mi oh
E ma lo iso kuso saye mi oh
E fimisile de ku sha ye mi oh

[Hook]
Sweet love, oh
Give me sweet love, oh
Give me my love, yeah
Come give me some sweet love
Come give me some sweet love
Give me sweet love, yeah
Come give me some sweet love, yeah
Give me my love, my love
Come give me some sweet love
Come give me some sweet love


[Verse 2]
Toba ba oni shakara pade
Pa’shan toh ma fi na eh oh
Oje loun jeh
Kilon se je, shakara olo’je ni
Toba ba oni shakara pade
Pa’shan toh ma fi na eh oh
Oje loun jeh
Kilon se je, shakara olo’je ni
Shakara baby
Would you hold me
Would you hold me please
Shakara baby
Come and touch me
Baby make me and feel me

[Hook]
Sweet love, oh
Give me sweet love, oh
Give me my love, yeah
Come give me some sweet love
Come give me some sweet love
Give me sweet love, yeah
Come give me some sweet love, yeah
Give me my love, my love
Come give me some sweet love
Come give me some sweet love",3:23
37,Sounds From The Other Side,"""Come Closer"" ",Drake,Sarz,"Balogun, Aubrey Graham",2017.0,"[Intro: Drake & Wizkid]
Go outside, big time forward, heh
Starboy dey here suh

[Verse 1: Wizkid]
Came into the game, no one replace me
Me love my Hennessy straight with no chaser
All of my guys know me all about me paper
Me got me girls all around me, me no chaser, yah
Starboy, call me number one
When me tune drop, the girls, they bounce along
Me no let nothing come between me and me paper
So when me come inna di place, me undertaker

[Chorus: Wizkid]
Yeah, yeah, yeah, yeah
Yeah, yeah, yeah, yeah
Baby, come closer
Yeah, yeah, yeah, yeah
Yeah, yeah, yeah, yeah
Baby, come closer

[Verse 2: Wizkid]
Me, me number one inna me city
Me steady repping, representing for me city, yo
African-born, me rep my ting, yo
Me come clean like me come inna me video
Me, me come through like a soldier
She give me tease and she pleasing my roja
She got the keys to my Porsche and my Rover
We in Miami livin' La Vida Loca, ayy


[Bridge: Wizkid]
Girl, you got that ting, I know
You got the body, I know
You make me sing, I know
You make me sing, high note, ay
Girl, you got that ting, I know
You got the body, I know
You make me sing, high note
You make me sing, high note, ay

[Chorus: Wizkid]
Yeah, yeah, yeah, yeah
Yeah, yeah, yeah, yeah
Baby, come closer
Yeah, yeah, yeah, yeah
Yeah, yeah, yeah, yeah
Baby, come closer

[Verse 3: Drake]
Too mix up in drama to go outside
Too mix up in drama to free my mind
Jealous people around me, I need to change my life
I just turn colder every time I try
What would I do without you, my chargie?
I don't feel that way with anybody
Tell me your secrets, I'm not messy
Steady it for me, girl, hold steady
I wanna put you in my life
Your hair smell like the tropics, your body look nice
One fuck cyaan hold me, we gotta go twice
I'm here for you, just tell me what you like
I wanna put you in my life


[Chorus: Wizkid]
Yeah, yeah, yeah, yeah
Yeah, yeah, yeah, yeah
Baby, come closer
Yeah, yeah, yeah, yeah
Yeah, yeah, yeah, yeah
Baby, come closer",3:31
38,Sounds From The Other Side,"""Naughty Ride"" ",Major Lazer,"Major Lazer, Picard Brothers","Balogun, Clement Picard, Maxime Picard",2017.0,"[Intro]
Bust the tune...
Oh, yeah yeah yeah
Oh, Lawd
International flex
Wizzy deh yah so
Wizzy boy, hold down
Wizzy boy, slow down
Wizzy boy deh yah so
Yo, yeah
The girls deh yah so, yeah

[Chorus]
Ride, naughty ride
Ride, naughty ride
Oh, my girl, naughty ride, ride, ride
Ride, naughty ride
Ride, naughty ride
Oh, my girl, naughty ride, ride, ride
Ride, naughty ride
Ride, naughty ride
Oh, my girl, naughty ride, ride, ride
Ride, naughty ride
Ride, naughty ride
Oh, my girl, naughty ride, ride, ride


[Verse 1]
Can I get my keys, oh Sade?
You say you no go leave, oh Sade
Slow down, I beg you, slow down
Yeah!
Why you gon' dey leave, oh Sade?
Now you wanna leave, oh Sade?
Slow down, I beg you, slow down

[Pre-Chorus 1]
Don't you listen to the people
What the people got to say
I'm addicted to your love, girl
You're the morning to my night
If you no leave, I no go fit leave, oh
If you no sleep, I no sleep, oh
I wanna see you everyday, you light up my day
Come and live the Starboy way

[Chorus]
Ride, naughty ride
Ride, naughty ride
Oh, my girl, naughty ride, ride, ride
Ride, naughty ride
Ride, naughty ride
Oh, my girl, naughty ride, ride, ride
Ride, naughty ride
Ride, naughty ride
Oh, my girl, naughty ride, ride, ride
Ride, naughty ride
Ride, naughty ride
Oh, my girl, naughty ride, ride, ride


[Verse 2]
Oh, why, oh, why, oh, why
You tell me la-la-la-la-la-la-la-la-lies
Baby, bring it back and rewind slow
Give me that thing, it's mine
Oh, why, oh, why, oh, why
Don't tell me la-la-la-la-la-la-la-la-lie, no
Omo to shan, omo to shan
Omo to civilise

[Pre-Chorus 2]
African girls!
Come and shake it, yeah
Make you dance, make you, make you break it, yeah
Make you tell dem say, you be novice
Make you show them say, you know this
Caribbean girls!
Say, make you shake it, yeah
Make you dance, dance, make you break it, yeah
Make you show them say, you be novice
Make you tell them say, you know this

[Chorus]
Ride, naughty ride
Ride, naughty ride
Oh, my girl, naughty ride, ride, ride
Ride, naughty ride
Ride, naughty ride
Oh, my girl, naughty ride, ride, ride
Ride, naughty ride
Ride, naughty ride
Oh, my girl, naughty ride, ride, ride
Ride, naughty ride
Ride, naughty ride
Oh, my girl, naughty ride, ride, ride


[Outro]
Ooh yeah
More fire!
International flex
Starboy deh yah so
Yeah!
Ooh yeah",3:12
39,Sounds From The Other Side,"""African Bad Gyal""",Chris Brown,Sarz,"Balogun, Christopher Brown",2017.0,"[Intro: WizKid]
Yeah, StarBoy
Yeah, yeah, yeah, yeah, yeah, yeah
Let me hear you say, yeah, yeah
Sarz on the beat
Yaga

[Verse 1: Wizkid]
Them no born me yesterday
Every gyal, want designer
Them no born me yesterday
I know say your love will cost me something
Girl, you dey do me something something
E dey do me like Gbana
I see the fire, in your eyes
Burnin' like a cigarette
Baby girl, are you from Ghana?
Or you coming from Somalia?
Ah you coming from Uganda?
Or you're coming from Nigeria?

[Pre-Chorus: WizKid]
African bad gyal
Baby, don't change your style
Girl, I love you the way you are
The way you are


[Chorus: WizKid]
Feeling the dancing, gan
Sarz on the beat, gan
Yeah, feeling the dancing, gan
Yeah, Starboy kill the beat, yeah, ayy

[Verse 2: Chris Brown]
Them no born me yesterday
Be a freaky girl and whine up
I put my hand up on the waist
Baby girl, you are the one, oh
Ooh, baby, you you got the something
Gimme, gimme all of your love, I want it
Baby girl, stop with all the fronting
The way you dance, I know you want this
Baby girl, you from Angola
Sister from South Africa
Pretty girl, I wanna hold ya
Shout out to my ladies in Nigeria

[Pre-Chorus: Chris Brown]
African bad girl
Baby, don't change your style
Girl, I love you the way you are (ooh, ooh)
The way you are


[Chorus: WizKid]
Feeling the dancing, gan
Sarz on the beat, gan, yeah, yeah
Yeah, feeling the dancing, gan, yeah, yeah
Yeah, StarBoy kill the beat, yeah, yeah, ayy

[Bridge: WizKid]
Say, if you like Galala, make you dance
Say if you like Konto, make you dance
Say if you like this or if you like that
Say if you like bouncin', make you bounce
Say, if you like galala, make you dance (oh, no, no, no)
Say if you like Konto, make you dance
Say if you like this or if you like that
Say you like bouncin', make you bounce

[Verse 3: WizKid]
I love the things you do to me, I feel alright
I love the feeling, that I feel, I'm feelin' nice
I love the things you do to me, I feel alright
You give me life, you give me life, you give me life
See, baby gyal, please, baby gyal, jo fun mi
Omoge jo fun mi
Wit' your sexy body, yeah, wit' your sexy body
Baby gyal, please, baby gyal, jo fun mi
Omoge jo fun mi
Wit' your sexy body, yeah, wit' your sexy body


[Pre-Chorus: WizKid]
African bad gyal
Baby, don't change your style
Girl, I love you the way you are (ooh, ooh)
The way you are

[Chorus: WizKid]
Feeling the dancing gan, yeah, yeah
Sarz on the beat gan, yeah, yeah
Yeah, feeling the dancing gan, yeah
Yeah, Starboy kill the beat, yeah, ay

[Outro: WizKid]
Yeah",3:25
40,Sounds From The Other Side,"""Daddy Yo"" ",Efya,Dre Skull,"Balogun, Jane Awindor",2017.0,"[Intro: Wizkid]
Starboy

[Hook: Efya]
Wizzy boy, make me dance
Daddy Yo, make me dance
StarBoy, make me dance
Daddy Yo, make me dance
Wizzy boy, make me dance
Daddy Yo, make me dance
StarBoy, make me dance
Daddy Yo, make me dance

[Verse 1: Wizkid]
I got a lotta song, she sing so
I make her meter blow uh-ooh-oh
Na my song she dey sing so
She never ever dull uh-ooh-oh
When we dey, nobody dey
She dey like to wan dress, you know
She dey do the durty dance, you know
Valentino she dey wear, you know
She call me Funkmaster Flex, you know
Everything I want, she gimme
She tell me everyday she wanna see me, ooh-yeah
Bad-boy Wizzy, StarBoy Wizzy-boy
I make her dance, I give her mwaan
And make you know my girl nice
And I swear, she dey dress, you know
Valentino she dey wear, you know
Gucci be the dress, you know
I no dey let her stress, you know


[Hook: Efya]
Wizzy boy, make me dance
Daddy Yo, make me dance
StarBoy, make me dance
Daddy Yo, make me dance
Wizzy boy, make me dance
Daddy Yo, make me dance
StarBoy, make me dance
Daddy Yo, make me dance

[Verse 2: Wizkid]
1-2, I like the way you dance
I love your kitty-dance, I love the way you dance am
3-4, knocking on the door
Whine fimme baby gyal, gimme whine slow, girl
5-6, tip on ya toe
Time fimme dance am, quater-to, dance am
7-8, don't be late
Do what the teacher say, don’t come late, gyal
9-10, open and close
Dance fimme down gyal, oya, wine am
11-12, wind up-close
Do what the teacher say and put on repeat, ahn-ah

[Hook: Efya]
Wizzy boy, make me dance
Daddy Yo, make me dance
StarBoy, make me dance
Daddy Yo, make me dance
Wizzy boy, make me dance
Daddy Yo, make me dance
StarBoy, make me dance
Daddy Yo, make me dance


[Outro: Wizkid]
Oooh make her dance, make e dance
Make e dance. make e dance
Oooh make her dance, make e dance
Make e dance. make e dance
Oooh make e dance na soo wizzy d producer faruq adeleke d editor dope",2:40
41,Sounds From The Other Side,"""One for Me"" ",Ty Dolla Sign,Spellz,"Balogun, Tyrone Griffin, Jr",2017.0,"StarBoy international sound

[Hook: Ty Dolla $ign]
You're the one, you're the one for me
Call on me, you can call on me
All I want, cause all I want is to be
You're the one, you're the one for me

[Verse 1: WizKid & Sevyn Streeter]
Oh lord
Loving your simple style, style
When you move girl I feel your style, style
When you leave me that's a minus
Say together we're a stronger soul
Whine whine say no man can control
If feels better than Silver and Gold
Is it forever girl? let me know
Is it forever girl? let me know
Can you be the one for me baby
Me wanna care for you love you forever
Can it be just for me baby
Sexiness, all this loving forever
Baby girl you're a kiss from a rose
Say your love like a kiss from a rose
Girl just love me I swear I nor boast
Say when I see you I know you're the one


[Hook: Ty Dolla $ign & (WizKid)]
You're the one, you're the one for me
(Girl you're the one for me)
Call on me, you can call on me
(Girl just call on me)
All I want, cause all I want is to be
(All I want to be)
You're the one, you're the one for me
(You're the one for me)

[Verse 2: WizKid & Sevyn Streeter]
In my life, I know
And I know and I know and I know and I know
I know that you're for me
In my life, I know
And I know and I know and I know and I know
I know that you're for me yeaaaa
Can you be the one for me baby
Me wanna care for you love you forever
Can it be just for me baby
Sexiness, all this loving forever
Baby girl you're a kiss from a rose
Say your love like a kiss from a rose
Girl just love me I swear I nor boast
Say when I see you I know you're the one


[Hook: Ty Dolla $ign & (WizKid)]
You're the one, you're the one for me
(Girl you're the one for me)
Call on me, you can call on me
(Girl just call on me)
All I want, cause all I want is to be
(All I want to be)
You're the one, you're the one for me
(You're the one for me)

[Bridge: WizKid]
Say if you love the guy say aaah
Say if you are the one say I
Say if you got the one you really want to die for
Or you got the one you can burst a shot for
Just say yeaah

[Hook: Ty Dolla $ign & (WizKid)]
You're the one, you're the one for me
Call on me, you can call on me
All I want, cause all I want is to be
(All I want to be)
You're the one, you're the one for me
(You're the one for me)

[Outro: Wizkid & Sevyn Streeter]
Oh lord, you're the one, oh yeah
Baby You're the one, alright
You're the one, oh yeah
Baby you're the one, say it for me gyal!
You're the one, oh lord
You're the one, oh yeah
You're the one, oh lord
Baby you're the one, yeah yah!",3:26
42,Sounds From The Other Side,"""Picture Perfect""",,Spellz,Balogun,2017.0,"[Verse 1]
Let them keep on talking girl we send nobody
They'll keep on talking but I want nobody nah
Let them keep on talking girl you know I want it
Girl it's a given that I always need you more
I'll put a ring on it cause I don't wan't you gone
And when they talk just tell them this your favourite song
Girl no lies no lies
I want it all night, yeah

[Hook]
I can feel the wave
I can feel the wave
Omoge watch your shoulder
See as she fine like picture kodak
I can feel the wave
I can feel the wave
Omoge watch your shoulder
See as she fine like picture showed her
Whine am, oooouie
My girl just whine up, run it
Whine up, oooouie
My girl just whine up, ooh-ouah

[Verse 2]
My girl just let your body touch up on my body
Feel the music let it put you in the zone
Let nobody come and mess up our vibe
I thought we were meant to be?
You have to stay mine


[Hook]
I can feel the wave
I can feel the wave
Omoge watch your shoulder
See as she fine like picture kodak
I can feel the wave
I can feel the wave
Omoge watch your shoulder
See as she fine like picture showed her
Whine am, oooouie
My girl just whine up, run it
Whine up, oooouie
My girl just whine up, ooh-ouah",2:30
43,Sounds From The Other Side,"""Nobody""",,Del B,Balogun,2017.0,"[Verse 1]
She tell me not to rush
She tell me she will love me every day without remorse
She tell me she will give me to me rough
She will give will give me to me nice and slow
If I don't ever see nobody, don't ever see
If I don't ever see nobody else
Don't ever see, oooh lord

{Pre-Hook}
She tell me not to rush
She tell me she will love me everyday of me life aye
She tell me she will give me to me rough
She will give will give me to me nice and slow
If I don't ever see nobody, don't ever see
If I don't ever see nobody else
Don't ever see, oooh lord

[Hook]
I will hold you tight
I will treat you right
I will hold you tight
If you're lost baby, I will show you light
Say I want, baby I want
Baby girl say I want, baby I want you
I will hold you tight
I will treat you right
I will hold you tight
If you lost baby, I will show you light
Say I want, say I want
Baby girl say I want, say I want you


[Verse 2]
Baby I know, that you seen a lotta niggas like me
I know, that will really break your heart
Baby I know, that you seen a lotta niggas like me
I know, but for real that's why I want you to stay with me
Baby don't you go leaving me
That's why I want you to stay with me
Baby don't you go leaving me
Say I know, that you seen a lotta niggas like me
I know, but I won't break your heart
Baby I know, that you seen a lotta niggas like me
I know, girl that's why I want you to stay with me
Baby don't you go leaving me
That's why I want you to stay with me
Baby don't you go leaving me

[Pre-Hook]
She tell me not to rush
She tell me she will love me everyday of me life aye
She tell me she will give me to me rough
She will give will give me to me nice and slow
If I don't ever see nobody, don't ever see
If I don't ever see nobody else
Don't ever see, oooh lord

[Hook]
I will hold you tight
I will treat you right
I will hold you tight
If you're lost baby, I will show you light
Say I want, baby I want
Baby girl say I want, baby I want you
I will hold you tight
I will treat you right
I will hold you tight
If you lost baby, I will show you light
Say I want, say I want
Baby girl say I want, say I want you


[Outro]
I will hold you tight
I will treat you right
I will hold you tight
If you're lost baby, I will show you light
Say I want, baby I want
Baby girl say I want, baby I want you
I will hold you tight",3:49
44,Sounds From The Other Side,"""Sexy""",Efya,Spellz,"Balogun, Jane Awindor",2017.0,"Sexy! Sexy! Sexy!
Sexy! Sexy! Sexy!
Sexy! Sexy!

[Verse: WizKid & Efya]
I need baby wey go bless e me o, sexy
Wey go love me nor go stress e me o, oh sexy oh
I need one wey go help e me o
Aaaaa!
Kill the wahala kill the stress in me o, sexy
She nor go let nobody stress e me o, oh sexy oh
I need one wey be my destiny o
Aaaaa!

[Hook: WizKid & Efya]
My African baby, sexy
Overload, sexy
Heavy duty, sexyyy-yyy
I love you baby, sexy
African baby, sexy
Edumare bless you, sexy
Heavy duty, sexyyy-yyy
I love the baby, sexy

Oh, oh sexy, you tooo, oh sexy oh
Aaaa! sexy, oooooo, sexy
Aaaa! oh sexy, you tooo, sexy oh
Aaaa! sexy-yyy
Got me a girl on the road
Bá mi gbé bá mi lọ
Bá mi she bá mi lọ
Bá mi sere bá mi lọ
Ooo sexy as sugar sugar
Sexy as bread and butter
Aaa! never leave me baby mo
Let me love you baby mo


[Hook: WizKid & Efya]
My African baby, sexy
Overload, oh sexy oh
Heavy duty, sexyyy-yyy
I love the beauty, sexy
African baby, sexy
Edumare bless you, oh sexy oh
Heavy duty, sexyyy-yyy
I love the baby sexy

[Bridge]
What you tell your woman when you wake in the morning
Make you tell am, you love am, you miss am
You wanna kiss am, you need am, ha!
Tell am all the nice tings
Ahh, you already know, StarBoy

Got me a girl on the road
Bá mi gbé bá mi lọ
Bá mi se bá mi lọ
Bá mi sere bá mi lọ
Sexy as sugar sugar
Sexy as bread and butter
Aaa! never leave me baby mo
Let me love you baby mo


[Hook: WizKid & Efya]
My African baby, sexy
Overload, oh sexy oh
Every beauty, sexyyy-yyy
I love the beauty, sexy
African baby, sexy
Edumare bless you, oh sexy oh
Heavy beauty, sexyyy-yyy
I love the baby, sexy",3:07
45,Sounds From The Other Side,"""All for Love"" ",Bucie,DJ Maphorisa,"Balogun, Busisiwe Nqwiliso",2017.0,"[Intro: Bucie]
Yea, yeah
Yea, yea, yea, yeah
Aah, ah
Ah

[Verse 1: Bucie]
Cala kwam' ukumbona
Yangathi ndiyamazi
Amehlo ami agqwal' uthando
Inhliziyo yam' yagqwal' uvuyo
Ndinovalo, it's crazy how I need you right now
How much I need you

[Bridge: Wizkid]
Oh the things you do to me
I can't explain it, I can't explain it
S’owo l’ofe ni Se’fe l’ofe ni
I can't explain it, can't explain it
Oh the things you do to me
I can't explain it, I can't explain it
S’owo l’ofe ni Se’fe l’ofe ni
I can't explain it, I can't explain it

[Chorus: WizKid & Bucie]
What would you do for love?
Ungeza ntoni?
What would you do for love?
Ungeza ntoni?
Be my lover, be my friend
Be my lover, stay with me, yeah
What would you do for love?
Ungeza ntoni?
What would you do for love?
Be my lover, be my friend
Be my lover, stay with me, yeah


[Refrain: WizKid]
Eh wo’le, Ah wo’le
Je ko wo’le, ife re ba mo l’okan
Eh wo’le, Ah wo’le
Je ko wo’le, ife re ji mi l’okan

[Verse 2: WizKid]
Would you stay with me?
Ah my baby, oh love
Would you dance with me
If you were my lady? Oh girl

[Chorus: WizKid & Bucie]
What would you do for love?
Ungeza ntoni?
What would you do for love?
Ungeza ntoni?
Be my lover, be my friend
Be my lover, stay with me, yeah
What would you do for love?
Ungeza ntoni?
What would you do for love?
Be my lover, be my friend
Be my lover, stay with me, yeah

[Verse 3: Bucie]
What would you do?
Ungeza ntoni?
Lufike luk'thathe uthando
Ungezazi nawe
Kuqhubeka ntoni
Konke ndinokukwenzela kona
Konke ndinokunika kona
Konke ndinokukwenzela kona
Konke ndinokunika kona


[Chorus: WizKid & Bucie]
What would you do for love?
Ungeza ntoni?
What would you do for love?
Ungeza ntoni?
Be my lover, be my friend
Be my lover, stay with me, yeah
What would you do for love?
Ungeza ntoni?
What would you do for love?
Be my lover, be my friend
Be my lover, stay with me, yeah

[Refrain: WizKid]
Eh wo’le, Ah wo’le
Je ko wo’le, ife re ba mo l’okan
Eh wo’le, Ah wo’le
Je ko wo’le, ife re ji mi l’okan

[Outro: Bucie]
La-la-la-la-la
La-la-la-la-la-la
La-la-la-la-la
La",4:25
46,Sounds From The Other Side,"""Dirty Wine"" ",Ty Dolla Sign,"DJ Mustard, Twice as Nice","Balogun, Tyrone Griffin, Jr",2017.0,"[Verse 1: Ty Dolla $ign]
Ohhh
Let me see you dirty wine suh
Ohhhhhh
Go on show me how you wine suh
My shawty dirty wine suh (ahnh)
In the middle of the dance floor (ahanh)
Fuck it up when she wine suh (ahanh)
Do your dance for a real one (ahanh)

[Pre-Chorus: Ty Dolla $ign & Wizkid]
Ohhh
Girl is mine tonight
Ohhhh
You know how bad I want it
Girl in the morning
When I'm yawning
Girl is you I'm calling
She steady put it up before me
She never dull me
She give everything up for me

[Chorus: Wizkid & Ty Dolla $ign]
My girl dirty wine suh - my girl dirty wine suh
My girl dirty wine suuuuh - my girl dirty wine suh
Please gimme dirty wine suh - please gimme dirty wine suh
Please gimme dirty wine suh - girl gimme dirty wine suh
My girl dirty wine suh - my girl dirty wine suh
My girl dirty wine suuuuh - girl gimme dirty wine suh
Please gimme dirty wine suh - Ohh dirty wine suh
Please gimme dirty wine suh - girl gimme dirty wine suh


[Verse 2: Wizkid]
No wonder me call in the morning
Big man ting no dulling
You and I sex till morning
Pull out the spliff me and you straight burning
Me like the dance and your sexiness
She call on me cos she mad without me (Oh Lord)
Put me at ease when me come out the road
Hold me down don't let me go

[Pre-Chorus: Ty Dolla $ign & Wizkid]
Ohh
Girl is mine tonight
Ohhhh
You know how bad I want it
Girl in the morning
When I'm yawning
Girl is you I'm calling
She steady put it up before me
She never dull me
She give everything up for me

[Chorus: Wizkid & Ty Dolla $ign]
My girl dirty wine suh - my girl dirty wine suh
My girl dirty wine suuuuh - my girl dirty wine suh
Please gimme dirty wine suh - please gimme dirty wine suh
Please gimme dirty wine suh - girl gimme dirty wine suh
My girl dirty wine suh - my girl dirty wine suh
My girl dirty wine suuuuh - girl gimme dirty wine suh
Please gimme dirty wine suh - Ohh dirty wine suh
Please gimme dirty wine suh - girl gimme dirty wine suh


[Refrain: Ty Dolla $ign]
Ohhh
Let me see you dirty wine suh
Ohhhhhh
Go on show me how you wine suh

[Chorus: Wizkid & Ty Dolla $ign]
My girl dirty wine suh - my girl dirty wine suh
My girl dirty wine suuuuh - my girl dirty wine suh
Please gimme dirty wine suh - please gimme dirty wine suh
Please gimme dirty wine suh - please gimme dirty wine suh
My girl dirty wine suh - my girl dirty wine suh
My girl dirty wine suuuuh - girl gimme dirty wine suh
Please gimme dirty wine suh - Ohh dirty wine suh
Please gimme dirty wine suh - girl gimme dirty wine suh",3:01
47,Sounds From The Other Side,"""Gbese"" ",Trey Songz,Del B,"Balogun, Tremaine Neverson",2017.0,"[Intro]
It’s Del’B on the beat
Eh ehh, goh goh goh goh, uhh
Are you gonna dance nini?
Ah yea, ih yehh

[Chorus: Wizkid]
With the way you move nyash for me
Baby girl, mo ma je Gbese
Ma a tori e je Gbese, oh girl
With the way you move slow for me
Baby girl, ma tori e je Gbese
Ma a tori e je Gbese, oh girl

[Verse 1: Wizkid]
Baby girl, you give me special type of feeling
Every time that you pull up, I am willing
The way you roll it, baby girl, I wanna see it
Baby show me, make I feel am, make we reason
Baby girl, I love the way your booty bounce
When you shake it, baby girl, I no fit shout
You got me lazy, how you’ rolling to the sound
The way you give me, baby girl, I want more
I like that, girl, your body bad oh
When you dance, girl, your body mad
See, I get few things wey dey make me sad
But, when I see you, say my face just light up
Girl, your body bad oh
Say if you leave me, girl, I go fit mad oh
Get few things wey dey make me sad
But, when I see you, girl, I no fit shout


[Chorus: Wizkid]
With the way you move nyash for me
Baby girl, mo ma je Gbese
Ma a tori e je Gbese, oh girl
With the way you move slow for me
Baby girl, ma tori e je Gbese
Ma a tori e je Gbese, oh girl

[Verse 2: Trey Songz]
I like the way you move the body, girl
I only want you and nobody, girl
I know that you feeling the vibe
We should just hop in the ride
You keep, keep dancing, girl, you keep, keep whinning
Gimme a chance girl I’m putting my time in, oh
I got everything I want, could you be the one I'm feeling?
I got everything you need, I’ be giving you that feeling
Your body
Pick you back up, then you take it right down to the floor
Just so you know

[Chorus: Wizkid]
I like the way you move nyash for me
Baby girl, mo ma je Gbese
Ma a tori e je Gbese, oh girl
With the way you move slow for me
Baby girl, ma tori e je Gbese
Ma a tori e je Gbese, oh girl
With the way you move yansh for me
Baby girl, mo ma je Gbese
Ma a tori e je Gbese, oh girl
With the way you slow whine for me, yeah
Baby girl, mo ma je Gbese
Ma a tori e je Gbese, oh girl
Oh yeah",3:01
